income_yearly,debt_total,payment_history_score,credit_limit,credit_used,credit_utilization_ratio,credit_worthiness
2778587,1114745,1,278082,151568,0.55,good
120165,155366,27,47738,6225,0.13,bad
2854608,202897,88,1063405,201225,0.19,good
2444063,2007996,23,768401,215330,0.28,bad
,2528104,25,,,0.74,bad
3399165,4854115,96,1231743,927879,0.75,bad
2778213,2299902,90,487385,464310,0.95,bad
3441236,193191,71,968014,699776,0.72,good
2470888,1114369,15,,564148,0.86,bad
2095607,2211503,10,220646,95645,0.43,bad
548940,628919,47,140994,86837,0.62,good
2642412,2899461,,302292,,0.83,bad
2624854,215724,22,695397,26288,,good
2300229,535706,72,,310443,0.41,good
1381496,1431659,49,182091,130137,0.71,bad
3088194,1773465,57,311110,291918,0.94,good
2806957,2543817,60,,160679,0.19,good
2169304,2034071,11,309040,23823,0.08,bad
470526,209356,13,51123,30074,0.59,good
3740375,3736729,86,510206,372613,0.73,bad
2176548,1879391,17,808993,586214,0.72,bad
3799071,4993297,76,664110,190088,0.29,good
1244774,1166363,37,262627,93326,0.36,bad
1020806,848263,87,300999,8750,0.03,good
3595440,1885857,3,1273036,,0.55,good
745149,933095,42,,111038,0.8,bad
355955,163204,46,103340,91951,0.89,good
1371219,,60,277086,126795,0.46,good
657688,,,221259,87767,0.4,good
517901,223672,18,88457,81489,0.92,bad
748160,158540,,145285,69473,0.48,good
1996184,480734,100,553598,261397,0.47,good
3994227,3823171,,887723,739306,0.83,bad
2564721,2071126,59,329393,316576,0.96,bad
236745,251029,83,,30054,0.53,good
2110206,2602472,95,836980,,0.37,good
3640063,2211583,71,499929,93321,0.19,good
2168579,1669726,25,586986,262356,0.45,bad
3962929,5515936,93,472520,414806,0.88,bad
3080862,4468193,48,316513,134728,0.43,good
3586625,1196882,26,977227,346985,0.36,good
1861427,1865881,80,,401260,0.82,bad
694711,828439,99,155078,120478,0.78,bad
1778529,497887,48,634851,253257,0.4,good
3113942,3422165,83,449508,162571,0.36,good
2872400,1458195,63,501094,305181,,good
2362902,750466,94,336650,149285,0.44,good
601253,342954,36,73675,13513,0.18,good
2979826,3706893,74,378140,313187,0.83,bad
1354440,1211772,16,150479,30074,0.2,bad
1714315,,39,528400,107479,0.2,bad
513814,717466,77,61350,15706,0.26,good
544516,629431,3,90780,55182,,bad
3808806,108744,98,1124971,676639,0.6,good
3048063,136808,31,698538,32911,0.05,good
2243791,3155563,88,604625,27744,0.05,good
1238945,436004,3,185419,135105,0.73,bad
1925645,1527975,18,446348,325924,0.73,bad
,,80,1109997,87986,0.08,good
866973,960661,12,330453,105327,0.32,bad
2164766,101104,88,708462,135230,0.19,good
2081785,1242739,79,465076,59826,0.13,good
1671317,2100441,73,496960,464519,0.93,bad
637149,218410,55,90172,84067,0.93,good
1161712,1590817,44,124037,70380,0.57,good
243590,332889,17,63215,,0.03,bad
1510643,1727833,62,227599,,0.46,good
770450,357188,,184781,,0.74,good
841860,683276,83,283033,230142,,bad
785946,68539,67,79740,,0.62,good
1904338,81974,33,382748,168229,0.44,good
,189682,8,93321,92852,0.99,bad
2570793,,20,855314,98673,0.12,good
2913102,182155,,423600,173892,0.41,good
303971,248687,0,55775,28456,0.51,bad
1798473,1729961,20,580089,239514,0.41,bad
3516035,697130,58,1211940,831941,0.69,good
2168670,2432489,,850953,702059,0.83,bad
2988176,2658501,58,1075747,139405,0.13,good
1729020,168417,77,676941,575374,0.85,good
1885623,2059267,41,537465,41721,0.08,good
1876065,1429365,51,608526,52344,0.09,good
2911376,804310,90,472825,,0.12,good
3835856,2378708,66,917985,381977,0.42,good
116842,31249,71,34098,20454,0.6,good
2213697,2046082,73,351961,330074,0.94,bad
3505955,2990293,51,1233242,1091848,,bad
245193,282610,64,,14566,0.49,good
452420,241482,7,171240,26650,0.16,good
118078,10399,7,25328,23260,0.92,bad
1247842,1014511,57,270282,196748,0.73,bad
1827363,,46,202879,73347,0.36,good
2963615,3343498,41,727882,495072,0.68,good
,2134240,54,227521,176650,0.78,bad
2961591,1771314,44,432735,327610,0.76,good
1760851,1334318,16,635746,629024,0.99,bad
,1998854,10,840254,13409,0.02,bad
1484575,1418397,,244822,43212,0.18,good
1690254,1210491,73,478050,85705,,good
,129015,,47446,43062,0.91,bad
3879943,5774936,29,1392635,1110752,0.8,bad
1507788,432344,,386879,379772,0.98,bad
,248082,75,94585,54118,0.57,good
3714176,,,1469015,398626,0.27,good
3867571,1104240,25,587678,505670,0.86,bad
2984279,1251111,44,765413,569199,0.74,good
1406711,992169,90,199480,99220,0.5,good
524232,733932,74,121095,74253,0.61,good
1322520,740664,0,179316,65357,0.36,good
336358,269394,,133786,14872,0.11,good
2488143,615710,97,918248,363165,0.4,good
2109719,3099080,,343111,163202,0.48,good
1368579,1126578,100,285455,263580,0.92,bad
2443824,3039781,,902868,662729,0.73,bad
3893025,1939646,56,954130,198521,0.21,good
2930030,1214323,72,880047,271579,0.31,good
3942620,2103303,,1035916,787614,0.76,good
3381513,2662685,56,423292,79281,0.19,good
3430033,153464,76,1188576,54758,0.05,good
3960395,116831,49,1581525,149955,0.09,good
2517152,1760531,0,499505,66597,0.13,bad
3775129,443933,35,1144505,43173,0.04,good
3838483,2434705,65,1100422,447775,0.41,good
3389026,3189127,22,964713,,1,bad
,608044,40,515894,438054,0.85,good
1304355,1318980,87,360385,6692,0.02,good
,970573,21,,138043,0.66,bad
2093530,1801611,69,467161,440955,0.94,bad
1528521,172631,46,515352,326723,0.63,good
1030257,65173,82,367398,191799,0.52,good
,1508776,56,352108,16415,0.05,good
2892022,3656872,83,1027520,,0.72,bad
3510528,3196151,90,,34905,0.06,good
1630471,586902,94,341456,174934,,good
124436,,80,44690,1831,0.04,good
850834,955337,90,154980,91622,,good
3729456,4885940,9,1377241,,0.6,bad
3616017,2499994,16,,85638,0.1,bad
3632027,501955,24,911570,580382,0.64,good
,303169,98,313756,59439,0.19,good
833464,690251,5,284244,179248,0.63,bad
2548179,2171979,78,353229,104124,0.29,good
149121,26116,17,33221,20154,0.61,good
1419837,,34,,227900,0.8,bad
1533343,880070,16,437222,395436,0.9,bad
681757,453594,91,102033,15592,0.15,good
3135041,952237,27,1225410,981976,,bad
1645216,2297254,2,493917,119985,,bad
867276,443882,20,173375,131897,0.76,bad
2623448,639382,22,284736,116864,,good
2636377,995693,30,745382,402974,0.54,good
3675427,2657285,60,1017106,858746,0.84,bad
1778993,1129429,13,505901,398244,0.79,bad
3439930,5060536,27,1042565,453786,0.44,bad
3404370,2278475,22,502380,51067,0.1,bad
3606331,5166261,3,728529,603786,,bad
1513027,980770,56,300670,19258,0.06,good
3782495,,43,731852,242108,0.33,good
397737,152401,13,87655,56707,0.65,good
862798,227645,84,139598,,0.63,good
2778898,3815036,21,709008,216772,0.31,bad
190020,276483,42,69113,25463,0.37,good
3260015,,40,825927,765339,0.93,good
1328212,1919164,21,518462,358077,0.69,bad
3550342,3521676,,466698,50088,0.11,bad
998320,1113797,37,284530,59775,0.21,bad
510819,642645,12,156451,87680,0.56,bad
1924986,851759,77,433014,167517,0.39,good
133280,198544,69,41349,4706,0.11,good
110210,128539,54,18971,15873,0.84,bad
3781051,,55,740312,284612,0.38,good
1948100,2020645,60,228436,16268,0.07,good
1855233,1355937,1,,549134,,bad
1847855,2210549,47,407475,223175,0.55,good
1481263,1735850,6,154748,41308,0.27,bad
3574083,3880700,80,976149,236333,0.24,good
3363293,123878,34,337752,219619,0.65,good
2130171,1810289,92,575571,450753,0.78,bad
3384635,2156095,71,819110,103881,0.13,good
2249450,2946241,20,482568,108930,,bad
1021404,1104940,99,306545,247351,0.81,bad
3755805,2392948,22,613010,212893,0.35,bad
2036103,587333,18,689922,368226,0.53,good
2767623,1855756,7,,,0.7,bad
3406761,2070536,99,487304,189385,0.39,good
3374161,2337581,38,1194978,471374,0.39,bad
1952185,23979,13,665246,600841,0.9,bad
3695150,5426861,41,401958,325975,0.81,bad
975385,209824,19,296357,210007,,bad
593139,78563,90,150867,146142,0.97,good
3990666,361698,78,966392,301418,0.31,good
603278,,73,,1209,0.01,good
3353380,2134863,65,849579,273801,0.32,good
1279690,1079659,48,297232,184942,0.62,good
2409231,2088001,30,791266,780929,0.99,bad
649162,691613,99,106513,,0.57,good
903843,296055,,357753,284373,0.79,good
1634008,,46,445770,313799,0.7,good
1131232,1663401,73,133450,,0.94,bad
1978073,2000564,5,288649,80773,0.28,bad
,1516453,25,554278,546763,0.99,bad
148984,128035,,27676,15779,,good
3771739,1771971,,558229,,0.69,good
692073,508360,11,163785,163770,1,bad
2307741,2261772,95,353265,,0.44,good
1708297,2234096,70,350689,239030,,good
1325451,,,171726,,0.89,good
2753753,286046,8,363677,,0.75,bad
1327042,1125580,40,164912,139805,0.85,bad
673721,760873,55,107280,21352,0.2,good
2769203,688015,46,768177,698627,0.91,good
3170817,3982261,82,586885,150718,0.26,good
1496440,1257988,47,,452531,0.91,bad
1182757,138005,27,290221,41422,0.14,good
2774686,,29,394531,222686,0.56,bad
3539226,2829929,14,862953,449912,0.52,bad
2317267,,87,267292,233240,0.87,bad
3768182,3912755,88,1086168,926435,,bad
3498937,4725898,67,1337321,116453,0.09,good
3252132,632421,53,1277179,,,good
3185701,650763,36,809609,356691,0.44,good
2640209,900484,35,460561,100165,0.22,good
646358,806749,52,206418,44842,0.22,good
3101573,4158443,54,601270,438867,0.73,bad
3805347,1806472,6,,,0.18,good
2883952,1633876,27,476542,343781,0.72,bad
1434433,215749,72,,203809,0.58,good
1856903,1546270,100,296255,253742,0.86,bad
1197489,1024621,80,452221,400484,0.89,bad
3356376,4676275,5,730006,476764,0.65,bad
131649,125858,94,43454,14873,0.34,good
1747426,2369183,7,175524,110904,0.63,bad
1387807,66217,99,431436,335512,0.78,good
3015127,2587783,,384012,184704,0.48,bad
474390,453024,65,146783,40965,0.28,good
123567,102273,97,23594,2264,0.1,good
300761,143784,21,92722,,0.89,bad
3430159,184951,17,726119,683917,0.94,bad
2373664,3157351,6,281160,117349,0.42,bad
2666258,3664514,,1046638,273262,0.26,bad
,1768500,83,541872,137936,0.25,good
3744162,2473430,69,1280585,374790,0.29,good
1377265,761269,54,152886,93236,0.61,good
1370765,2016267,85,238423,,0.23,good
451282,390751,98,155003,133220,0.86,bad
2477819,730402,78,474817,243520,0.51,good
3624641,307147,28,519713,423692,0.82,bad
1471629,1788616,27,513250,127581,0.25,bad
146414,20899,7,41150,,0.28,good
2612650,,44,1030643,109903,0.11,good
3142170,1897416,54,445457,87612,0.2,good
3688507,2971025,75,1223936,806443,0.66,good
3505142,442781,100,634889,218454,0.34,good
840486,84228,57,312465,102254,0.33,good
606549,39685,28,,78902,0.54,good
,2906155,,841536,646101,0.77,bad
3991789,3840480,91,1238752,644918,0.52,good
3526736,79451,18,801676,,0.78,bad
3280343,4841599,86,541905,,0.01,good
429285,,13,45611,35027,0.77,bad
1961962,2907988,78,410381,22914,0.06,good
3143058,2754038,79,362555,68440,0.19,good
2050517,569586,5,695348,,0.51,good
2362593,1615531,5,,757724,,bad
2984318,108367,77,1052712,340789,0.32,good
1638702,,48,620529,,0.23,good
1114039,920099,14,307760,138291,0.45,bad
687487,983709,73,135785,61016,0.45,good
3538365,1974920,57,502451,305043,0.61,good
2151312,1593985,58,583924,147576,,good
3215818,2779202,30,680762,208530,0.31,bad
2882886,,93,923310,153018,0.17,good
1914175,607233,,435033,249943,0.57,good
2107073,2144292,,426084,,0.81,bad
434176,508794,12,,15527,0.29,bad
2603850,3813649,98,368034,270493,0.73,bad
3991928,121830,14,1393654,578575,0.42,good
1998230,1083692,37,457582,45553,0.1,good
2351164,609767,33,291337,86706,0.3,good
1319012,220721,25,194136,3210,0.02,good
1315480,777896,30,422314,132707,0.31,good
3301812,,95,,584936,0.46,good
3591272,3361621,9,542721,156810,0.29,bad
3304565,206131,76,1041561,892560,0.86,good
1641124,2368020,59,535683,260710,0.49,good
1588070,837536,83,301243,121022,0.4,good
,1238221,64,185148,56840,0.31,good
1088637,655552,2,,287280,0.79,bad
161368,28190,44,18481,12817,0.69,good
751659,687614,57,91306,29057,0.32,good
1726709,1704097,53,396135,181338,0.46,good
816740,672002,81,266442,28166,0.11,good
765803,,79,104773,73547,0.7,good
,3120124,78,690999,200571,0.29,good
292936,22474,42,58484,16775,0.29,good
342176,214940,3,51305,18653,0.36,bad
680282,762888,30,203217,,0.5,bad
547404,218440,52,107757,38843,0.36,good
728774,,97,171036,166011,0.97,good
818791,848694,,,5348,0.06,good
133527,112195,82,50955,27737,0.54,good
745242,1037110,,167895,15745,0.09,bad
496646,511223,14,58682,26474,0.45,bad
1266727,33528,87,375599,21223,0.06,good
3038570,836720,86,576787,237180,0.41,good
2721011,849233,77,414283,302491,0.73,good
1431751,1656562,80,411114,287056,0.7,good
1583284,864523,27,369511,131755,0.36,good
2662345,2052984,51,440923,100056,0.23,good
817869,183534,74,265403,257627,0.97,good
2227919,1167375,,604208,514961,0.85,good
3688918,32371,95,567974,168471,0.3,good
3037679,3327213,79,540100,461520,0.85,bad
1235301,717966,99,,184887,0.48,good
403021,244818,100,128411,59477,0.46,good
1171320,1659647,28,338901,84440,0.25,bad
193612,283385,60,29960,27160,0.91,bad
2771997,,66,868700,484340,0.56,good
3148392,3422919,,1056441,,0.73,bad
3405422,1704889,67,640014,457934,0.72,good
677893,275613,8,269050,267968,1,bad
287987,232182,65,46340,29584,0.64,good
2354290,964950,6,379408,,0.43,good
2702275,3881560,41,1011735,776801,0.77,bad
3580152,5235280,10,1285514,1236150,0.96,bad
1441154,1649315,22,392812,167684,0.43,bad
2696989,2092040,58,579221,,0.04,good
3169494,1033376,91,992205,761303,0.77,good
,,60,,634278,0.75,bad
3155518,1908184,50,779788,325910,0.42,good
1905667,566818,47,358653,117696,,good
2804192,2340129,3,488151,445689,,bad
225752,110054,,71347,,0.64,good
3801812,1015574,54,1231495,1012964,0.82,good
1570176,602522,94,335737,75062,0.22,good
162384,60154,,52263,24649,0.47,good
1643811,1069216,41,480660,226004,,good
1396820,1247608,52,260572,76500,0.29,good
694391,292882,21,177386,129317,0.73,bad
3854294,,22,744425,318106,0.43,good
237262,345839,19,94517,37297,0.39,bad
836574,1190116,48,286922,102491,,good
3464533,5101446,65,913737,119475,0.13,good
3356145,4872784,14,478370,360514,0.75,bad
3231436,,80,1203053,660501,0.55,good
2640725,2930796,74,788429,,0.86,bad
639322,371315,59,73575,19660,0.27,good
1856704,2026925,,668455,30934,0.05,good
1063417,858817,66,396463,280059,0.71,bad
898635,730094,2,140432,46012,0.33,bad
1066055,1006911,90,373538,149414,0.4,good
1959685,254013,63,241954,,0.76,good
2965630,1869056,47,1025382,466500,0.45,good
2950547,2668135,74,1094775,424134,0.39,good
1410810,1975993,23,318344,181715,0.57,bad
3697652,5022217,3,552334,307284,0.56,bad
,79760,7,64542,49699,0.77,bad
3872309,30909,,1442665,1144192,0.79,good
3261808,2619812,60,1139695,271677,0.24,good
2196614,2463184,30,276133,8058,0.03,bad
124048,105803,47,30794,15539,0.5,good
2386768,1450267,89,550537,,0.99,bad
1499436,797290,72,572373,220112,0.38,good
3132112,4099095,100,326823,26144,0.08,good
403315,19019,87,93856,47437,0.51,good
2796152,811684,,596986,361373,0.61,good
1862074,,61,498106,,0.6,good
699163,187817,34,188533,66933,0.36,good
2599972,3692635,,351306,107982,0.31,bad
1814473,994059,58,689935,595840,0.86,good
1571057,1576891,27,506849,382464,0.75,bad
3837832,,30,1358083,770785,0.57,bad
1782123,1993774,32,586352,210279,0.36,bad
1157657,,12,247286,,0.11,good
967578,357233,83,236430,191128,0.81,good
,1760065,14,173280,121143,0.7,bad
3268773,398099,3,394255,53675,0.14,good
1492002,382149,39,196650,73329,0.37,good
1712914,1663689,14,298564,272231,0.91,bad
2467912,1829261,73,,357655,0.95,bad
687560,859180,91,,46236,0.36,good
2177153,3112388,47,599718,358591,0.6,good
2366819,348516,,847268,234350,0.28,good
1528550,1395287,90,352705,304153,0.86,bad
911329,991621,94,270496,203785,0.75,bad
1756914,2607455,84,192439,50342,0.26,good
1130104,260763,15,346225,,0.69,good
891066,256921,13,179311,80121,0.45,good
1187786,873532,32,390939,81578,0.21,bad
2882171,2015789,54,339676,268991,0.79,bad
1340523,957766,,302387,,0.62,good
565770,485307,80,166879,,,good
2453361,3004352,31,637796,57558,0.09,bad
3306860,,48,1311570,1231325,0.94,bad
2078881,1670182,36,234845,114536,0.49,bad
530833,371574,23,141867,47096,0.33,bad
,1362919,,505519,177949,0.35,good
152894,142157,42,40239,36324,0.9,bad
2799844,2720656,6,571916,15943,0.03,bad
3757125,2978517,87,1307287,1255993,0.96,bad
,243941,7,66515,38471,0.58,bad
1730824,744043,95,596132,,0.94,good
2710404,3557205,99,1001709,624868,0.62,good
554391,699529,47,101153,72103,0.71,bad
1159306,1148761,9,,29069,0.09,bad
2482874,3695650,3,,708683,0.83,bad
1282739,1089535,0,296485,264036,0.89,bad
1977090,1616647,0,754748,695956,0.92,bad
402681,470881,91,87110,37229,0.43,good
463617,475145,16,,44326,0.4,bad
1653758,2051052,51,,8676,0.02,good
3484138,2314400,92,719710,232789,0.32,good
3377266,1301240,62,361285,47072,0.13,good
2040796,,21,590666,539468,0.91,bad
1760485,1507377,83,514823,108564,0.21,good
,505631,38,182087,110322,0.61,bad
1297313,1094322,60,481174,474761,0.99,bad
2201122,2870586,53,561389,133807,0.24,good
1637176,2275393,24,440795,113471,0.26,bad
489614,299824,30,179861,36265,0.2,bad
2868067,2868366,32,736377,555508,0.75,bad
372246,122348,,124814,35074,0.28,good
2524090,1676775,98,,455995,0.57,good
2178919,1985313,6,536429,117134,0.22,bad
3939817,1725660,63,969894,272022,0.28,good
1017427,509300,27,175225,41752,0.24,good
2063352,2503327,67,461826,42954,,good
1608840,601307,49,289958,92094,0.32,good
,2367189,83,508061,356775,,good
3923371,5455763,38,937272,933596,1,bad
1915383,411125,97,361298,322460,0.89,good
1015951,372163,89,242224,21255,0.09,good
938106,914905,51,278285,,0.13,good
1050607,,70,128191,106618,0.83,good
639923,716962,57,219225,116903,0.53,good
2625954,903370,7,654107,187114,0.29,good
1657078,2296769,34,609658,354174,0.58,bad
795433,888421,,237175,2086,0.01,good
2933555,221859,54,884356,334424,0.38,good
3170430,2132849,52,808423,565305,0.7,good
2579439,1703068,38,898339,851819,0.95,bad
,4033363,71,786977,268135,0.34,good
213526,9203,39,,20525,0.7,good
,1404874,93,560104,320037,0.57,good
2193428,502373,72,717654,313771,,good
3301808,3494026,32,907452,4072,0,bad
751039,332586,52,183075,170655,0.93,good
1627147,2065880,75,385571,185677,0.48,good
1575011,1235623,93,241135,36478,0.15,good
2536328,3757639,7,510864,393112,0.77,bad
469645,445130,74,103185,57406,0.56,good
2422929,1153257,45,,633403,0.84,good
2455866,688668,,902903,9810,,good
2219103,3170208,5,454126,37416,0.08,bad
2348289,1433850,83,,234006,0.27,good
1511459,2117639,74,447326,88082,0.2,good
954445,1356970,76,165391,49184,,good
2690804,2290494,3,885050,353949,0.4,bad
721346,824047,61,183150,179804,0.98,bad
3614580,3468528,59,982660,727760,0.74,bad
565623,,71,222903,,0.11,good
181062,64437,10,25999,14523,,good
3319156,3069100,30,1009616,436417,0.43,bad
114211,139093,90,32331,22093,0.68,good
2551425,2621698,45,939649,230077,,good
466582,,21,76956,54972,0.71,bad
742449,,6,132989,94068,0.71,bad
3482584,4183150,,459788,426622,,bad
1921026,,2,489411,74332,0.15,good
2927593,1548434,84,584856,,0.77,good
1993114,1385478,22,,,0.34,bad
3778283,2767591,90,1219973,1173800,0.96,bad
3106838,3088878,18,1073793,,0.48,bad
1502076,275066,59,220046,,0.64,good
938657,177693,35,254676,21908,0.09,good
3899067,4192982,49,522584,237437,0.45,good
3852366,4451677,43,653351,82015,0.13,good
3615012,,67,786134,323122,0.41,good
1746929,2151367,40,403387,331543,0.82,bad
1560746,1715221,84,,247781,0.65,good
,1107649,,286859,249382,0.87,bad
3067915,2142850,84,475139,409115,0.86,bad
3249387,1310341,71,770775,262551,0.34,good
1207432,1740377,18,443278,,0.02,bad
127748,58876,73,45387,29872,0.66,good
295086,1367,70,70712,,0.38,good
2568970,2893773,96,,742902,0.76,bad
,317036,38,97693,35378,0.36,bad
2120691,543916,3,216401,178767,0.83,bad
2015588,2579316,,,143987,0.19,bad
3663196,4090046,44,1029086,197445,0.19,good
2126798,1508216,26,692530,559926,0.81,bad
3256176,4800445,52,638854,142828,0.22,good
812311,1178023,86,186830,127349,0.68,good
1493147,1137925,35,456754,,0.26,bad
3611935,3920254,64,924422,50240,0.05,good
173334,102849,6,28685,5541,0.19,good
1600335,1452259,86,638541,5851,0.01,good
,871515,42,92269,65787,0.71,bad
2681126,542380,98,696854,90088,0.13,good
1577881,604982,49,175753,16305,0.09,good
1435646,1120050,92,421778,318833,0.76,bad
499264,214356,23,132428,8857,0.07,good
1461384,1791163,78,268805,,0.9,bad
3980137,810654,32,663294,487052,0.73,bad
3232325,1137476,18,680543,568876,0.84,bad
3982057,4788032,45,435318,118672,0.27,good
1919415,1713204,49,418962,79937,0.19,good
2648364,218913,26,461734,36640,0.08,good
3353718,1003677,48,,754436,0.8,good
1226191,339569,81,367963,237818,0.65,good
,163424,41,40751,1653,0.04,good
1250980,46902,70,127584,27423,0.21,good
1953174,1167708,71,547843,489710,0.89,good
853728,607621,20,247924,233285,0.94,bad
2047911,254262,56,580821,225539,0.39,good
,3743782,55,493135,482180,0.98,bad
1592013,1418725,23,433436,93155,0.21,bad
1714419,2223339,34,280168,62802,0.22,bad
1742843,441919,83,587111,396592,0.68,good
1488903,1338354,53,159251,72680,0.46,good
2994503,3788054,3,956436,392797,0.41,bad
1931898,1820533,63,456366,292659,0.64,good
1827024,489943,92,302278,293111,0.97,good
2712931,530335,92,408851,216372,0.53,good
,2541271,32,,345242,0.34,bad
2297420,944676,14,721295,583741,0.81,bad
,2260354,73,755723,643615,0.85,bad
2386319,3450562,78,815013,781839,0.96,bad
2968105,3831954,59,498336,427047,0.86,bad
2990556,1609465,99,507343,503071,0.99,good
1037684,1555304,19,342962,289091,0.84,bad
2639408,138680,9,347435,4979,0.01,good
2002398,332612,6,462891,394881,0.85,bad
3382125,1962844,20,1338748,871503,0.65,good
1961991,948021,92,,148978,0.23,good
,294624,92,,595860,0.66,good
3810783,964476,91,956282,10377,0.01,good
3747723,5326658,14,1470747,,0.51,bad
2351690,1131348,92,671066,161020,0.24,good
1161631,1694454,52,336693,287548,0.85,bad
3460978,3936823,79,1020905,677799,,good
3341655,1688426,67,683790,142818,0.21,good
2718311,2666865,31,615535,456203,0.74,bad
,3271737,62,556491,32308,0.06,good
3665714,3591842,72,402806,134677,0.33,good
527998,786014,52,62828,,0.87,bad
1207907,600476,17,137356,114930,0.84,bad
,463737,69,194080,85000,0.44,good
245785,17353,39,,52293,0.58,good
889378,130546,85,281614,269650,0.96,good
1974334,2585572,85,472146,405390,0.86,bad
990714,331700,69,119162,39221,0.33,good
3901710,50228,79,559746,142879,,good
2990534,1259128,13,643041,542569,0.84,bad
3566990,4563334,92,903228,591243,0.65,good
3756977,632616,68,409903,194039,,good
2147481,60783,29,,359965,,good
,2628888,7,518395,484705,0.94,bad
3209924,1636315,63,,958330,0.89,good
3167964,236663,58,,383947,0.4,good
2009113,2044433,87,681479,40666,0.06,good
3154782,2770729,84,619874,588116,0.95,bad
2136313,2860889,67,692863,598339,0.86,bad
1348410,403297,,505082,71161,0.14,good
215524,1239,82,46583,29110,0.62,good
2007897,,,652172,494974,0.76,bad
1416591,138488,82,346016,16419,0.05,good
1435152,1053894,79,287556,75744,0.26,good
2712598,1612401,4,379345,,,good
,3144583,16,,619823,0.66,bad
2717852,4009050,89,992346,680148,0.69,good
,661310,8,440565,439505,1,bad
101131,139996,98,35879,14789,0.41,good
885237,699355,77,228258,206237,0.9,bad
3395126,3392760,70,626008,606031,0.97,bad
2294294,61275,60,502670,301212,0.6,good
,998105,84,87354,46729,0.53,good
567609,555988,91,126323,51805,0.41,good
1062070,578127,23,297800,218036,0.73,bad
275219,,97,60447,37822,0.63,good
499774,351802,43,76238,40382,0.53,good
603974,51353,60,127697,,0.02,good
1546667,74541,65,422916,181694,0.43,good
1575446,351494,49,612867,149077,0.24,good
1198383,1340929,51,123202,18965,0.15,good
736310,688719,95,,78704,0.34,good
,,68,196443,147610,0.75,bad
3988733,5441605,24,887449,335791,0.38,bad
1482738,63991,75,467677,397825,0.85,good
511066,491059,8,86519,,0.21,bad
,3678273,47,304956,27437,0.09,good
962666,225653,88,157836,112607,0.71,good
3858142,4121024,40,1176610,482361,0.41,good
1974631,2285319,36,780378,554232,0.71,bad
3545516,3826869,78,403447,393840,,bad
3963831,367114,84,919204,378485,0.41,good
2103962,3069567,14,634672,511883,0.81,bad
127424,35770,69,18121,4820,0.27,good
3824373,3500367,28,,945393,0.65,bad
3724389,2618401,54,900886,507202,0.56,good
951495,1017487,66,116807,43954,0.38,good
1810973,2703343,71,719300,360276,0.5,good
2694889,2142166,40,796909,103967,0.13,good
1376189,475731,65,,536332,0.99,good
2474517,2439884,94,572443,447639,0.78,bad
1160489,349727,19,,117269,0.62,good
847135,249195,92,,158144,,good
2624724,1151231,80,281612,172009,0.61,good
3669055,1403916,5,856457,20291,0.02,good
3274679,1321790,80,1277125,231681,0.18,good
3100767,2408608,,494831,319532,,good
3222119,2364495,32,368390,227598,0.62,bad
,629493,37,131856,,,bad
375038,411003,54,125790,121742,0.97,bad
465675,317170,44,179632,37961,0.21,good
2579522,428982,10,,485517,0.52,good
305179,114264,94,61778,,0.99,good
1836088,2373054,97,375184,22305,0.06,good
2695585,2407813,83,314031,246359,0.78,bad
,4567827,47,941346,499472,0.53,good
1947146,1349548,73,765198,1964,0,good
1178975,859150,91,182774,21020,,good
3510312,,40,562309,169478,0.3,good
796057,,68,140371,111506,0.79,bad
1218663,307541,59,354385,,0.36,good
486881,359125,37,98951,4285,0.04,bad
2560754,2649697,,405986,,0.27,bad
3051008,772460,5,324812,268412,0.83,bad
3286147,14214,84,653894,,0.2,good
2015420,2605888,11,338213,215100,,bad
1443841,1121636,55,303275,258410,0.85,bad
632878,265158,13,184451,117898,0.64,good
947297,214286,22,307028,205386,0.67,good
3276636,375141,,,,0.75,good
3738615,1139537,30,913909,467819,0.51,good
,2854709,8,802323,541008,0.67,bad
608871,588836,13,,62790,0.92,bad
1195923,82243,13,142540,113130,0.79,bad
,4810640,40,487825,49532,,good
3856373,4040735,12,802781,338339,0.42,bad
1592522,1316775,,521723,321289,0.62,good
154990,7896,67,41782,19066,0.46,good
1519865,2155515,88,389627,145395,0.37,good
1746963,2115814,74,,141174,0.29,good
604460,282657,98,173384,75990,0.44,good
3576586,1922410,4,952961,514978,0.54,good
3177922,3927844,10,1106756,743606,0.67,bad
898422,887493,2,275648,242444,0.88,bad
505002,167878,92,104532,59665,0.57,good
3302761,1426706,58,1279619,265478,0.21,good
701729,454421,40,235036,210520,0.9,bad
2297511,3277653,14,531451,313994,0.59,bad
253834,348269,69,,6043,0.22,good
2733504,1869520,69,566906,114326,0.2,good
1549121,2087936,47,507032,275706,0.54,good
2590080,1468241,,607596,408,0,good
2070347,2927898,,780074,178244,0.23,good
2569316,1341706,43,,182221,0.64,good
3548915,4105251,87,1153538,364142,0.32,good
414855,198455,76,138312,,0.83,good
,2146193,49,808374,85214,0.11,good
3956103,3193677,12,1271330,168733,0.13,bad
3804793,3487594,29,845858,669549,0.79,bad
633566,439615,71,190591,85929,0.45,good
2504141,,36,485557,245079,0.5,good
1292835,313449,62,319157,,0.52,good
3192844,415397,16,878639,448683,0.51,good
839252,151197,71,175169,159433,0.91,good
2978862,3494546,54,457672,86904,0.19,good
103716,62306,11,,,0.08,bad
995789,1452027,42,352260,85384,0.24,good
